category,api_name,filename,file_size_mb,row_count,column_count,missing_rate,duplicate_rate,key_columns,data_types
special_trading,mktrankliststocksget,year_2008.csv,1.119826316833496,1000,12,13.0,0.0,"secID, secShortName, tradeDate","{'object': 7, 'int64': 4, 'float64': 1}"
special_trading,mktrankliststocksget,year_2009.csv,0.8452901840209961,1000,12,14.183333333333334,0.0,"secID, secShortName, tradeDate","{'object': 7, 'int64': 4, 'float64': 1}"
special_trading,equisparticipantqaget,year_2023.csv,16428.974637031555,1000,11,16.400000000000002,0.0,"eventID, secID, secShortName, partyName, participantName, receptionistName","{'object': 10, 'int64': 1}"
special_trading,equisparticipantqaget,year_2022.csv,16275.717591285706,1000,11,16.400000000000002,0.0,"eventID, secID, secShortName, partyName, participantName, receptionistName","{'object': 10, 'int64': 1}"
special_trading,equisparticipantqaget,year_2020.csv,13086.328888893127,1000,11,16.400000000000002,0.0,"eventID, secID, secShortName, partyName, participantName, receptionistName","{'object': 10, 'int64': 1}"
special_trading,equisparticipantqaget,year_2008.csv,3079.272862434387,1000,11,16.400000000000002,0.0,"eventID, secID, secShortName, partyName, participantName, receptionistName","{'object': 10, 'int64': 1}"
special_trading,equisparticipantqaget,year_2009.csv,3528.2568731307983,1000,11,16.400000000000002,0.0,"eventID, secID, secShortName, partyName, participantName, receptionistName","{'object': 10, 'int64': 1}"
special_trading,mktipocontraddaysget,year_2023.csv,0.02586078643798828,313,12,0.0,0.0,"secID, secShortName, listDate, issuePrice, firstDayClosePrice, breakConClosePrice","{'float64': 5, 'object': 4, 'int64': 3}"
special_trading,mktipocontraddaysget,year_2022.csv,0.03522205352783203,428,12,0.11682242990654204,0.0,"secID, secShortName, listDate, issuePrice, firstDayClosePrice, breakConClosePrice","{'float64': 5, 'object': 4, 'int64': 3}"
special_trading,mktipocontraddaysget,year_2020.csv,0.035247802734375,426,12,0.03912363067292645,0.0,"secID, secShortName, listDate, issuePrice, firstDayClosePrice, breakConClosePrice","{'float64': 5, 'object': 4, 'int64': 3}"
special_trading,mktipocontraddaysget,year_2021.csv,0.04331016540527344,524,12,0.031806615776081425,0.0,"secID, secShortName, listDate, issuePrice, firstDayClosePrice, breakConClosePrice","{'float64': 5, 'object': 4, 'int64': 3}"
special_trading,mktipocontraddaysget,year_2019.csv,0.016740798950195312,202,12,0.08250825082508251,0.0,"secID, secShortName, listDate, issuePrice, firstDayClosePrice, breakConClosePrice","{'float64': 5, 'object': 4, 'int64': 3}"
basic_info,secidget,static_data.csv,9.672097206115723,1000,12,21.75,0.0,"secID, secShortName, listDate","{'object': 11, 'float64': 1}"
basic_info,equget,static_data.csv,2.546992301940918,1000,22,4.195454545454545,0.0,"secID, secShortName, secFullName, listDate","{'object': 15, 'float64': 4, 'int64': 3}"
basic_info,mktidxdget,year_2023.csv,15.216261863708496,1000,15,0.0,0.0,"indexID, porgFullName, secShortName, tradeDate","{'float64': 9, 'object': 5, 'int64': 1}"
basic_info,mktidxdget,year_2022.csv,15.553617477416992,1000,15,0.0,0.0,"indexID, porgFullName, secShortName, tradeDate","{'float64': 9, 'object': 5, 'int64': 1}"
